institution.name	institution.code	object_number	title	production.date.start	production.date.end	physical_description	collection	description_level	dimension.free	parts_reference	object_history_note	creator	acquisition.notes	content.person.name.type	content.person.name	content.subject.type	content.subject	accruals	system_of_arrangement	access_category.notes	environmental_condition.notes	part_of_reference	part_of.title	legal status
Black Country Living Museum	1430	KEN/C/2/84	Trade Catalogue	1962	1962	Trade catalogue advertising builders' hardware and ironmongery items manufactured by Archibald Kenrick & Sons Limited.	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/C/2	Books & Booklets	
Black Country Living Museum	1430	KEN/C/2/85	Trade Catalogue	1975	1975	Trade catalogue advertising Kenrick 'Shepherd' furniture castors.	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/C/2	Books & Booklets	
Black Country Living Museum	1430	KEN/C/2/86	Trade Catalogue	1880	1880	An abridged version of a larger catalogue displaying household ironwork items manufactured by Archibald Kenrick & Sons.	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/C/2	Books & Booklets	
Black Country Living Museum	1430	KEN/C/2/87	Trade Catalogue	1869	1883	"Trade catalogue advertising kitchen furniture, household ironwork, enamelled sanitary ware, builders' ironmongery, outdoor ironwork and cabinet work items manufactured by Archibald Kenrick & Sons."	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/C/2	Books & Booklets	
Black Country Living Museum	1430	KEN/C/2/88	Trade Catalogue	1871	1873	"Trade catalogue advertising enamelled holloware, tinned cast-iron kitchen furniture, door and garden furniture, axle pulleys, general ironmongery items and man traps manufactured by Archibald Kenrick & Sons."	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/C/2	Books & Booklets	
Black Country Living Museum	1430	KEN/C/2/89	Trade Catalogue	1869	1869	"Trade catalogue advertising enamelled holloware, tinned cast-iron kitchen furniture, door and garden furniture, axle pulleys and general ironmongery items manufactured by Archibald Kenrick & Sons."	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/C/2	Books & Booklets	
Black Country Living Museum	1430	KEN/C/2/9	Trade catalogue	1954	1954	Trade catalogue advertising builders' hardware and ironmongery from Archibald Kenrick & Sons Ltd.  Catalogue also contains price lists.	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/C/2	Books & Booklets	
Black Country Living Museum	1430	KEN/C/2/90	Trade Catalogue	1880	1885	"Trade catalogue advertising kitchen furniture, household ironwork, enamelled sanitary ware, builders' ironmongery, outdoor ironwork and cabinet work items manufactured by Archibald Kenrick & Sons."	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/C/2	Books & Booklets	
Black Country Living Museum	1430	KEN/C/2/91	Trade Catalogue	1914	1914	"Trade catalogue advertising kitchen furniture, domestic, builders' and cabinet  ironmongery, malleable ironwork and locks and latches manufactured by Archibald Kenrick & Sons Limited."	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/C/2	Books & Booklets	
Black Country Living Museum	1430	KEN/C/2/92	Trade Catalogue	1922	1922	"Trade catalogue advertising coffee mills, axle pulleys, garden furniture and [plant pot holders] made by Archibald Kenrick & Sons Limited and sold in Brazil."	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/C/2	Books & Booklets	
Black Country Living Museum	1430	KEN/C/2/93	Trade Catalogue	1884	1884	Trade catalogue for the Anglo-American Tin Stamping Company Limited (trading associates of Archibald Kenrick & Sons Limited).	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/C/2	Books & Booklets	
Black Country Living Museum	1430	KEN/C/2/94	Book	1953	1953	Book entitled 'The House of K & J' issued to celebrate the 75th anniversary of the foundation of Kenrick & Jefferson Limited.	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/C/2	Books & Booklets	
Black Country Living Museum	1430	KEN/C/2/95	Booklet	1974	1975	Booklet entitled 'The Silent Porter' to accompany an exhibition of cast-iron door stops and chimney ornaments at the Stockport Museum.  Booklet mentions Kenrick door porters.	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/C/2	Books & Booklets	
Black Country Living Museum	1430	KEN/C/2/96	Company Information	1940	1970	"Information on the history of Archibald Kenrick & Sons Limited including year of establishment, the nature of the business, good and bad years of trading, principle skilled trades of the employees, wages, the relationship between Archibald Kenrick & Sons Limited and the Ironite Company Limited and details on the manufacture of cast-iron holloware items."	Archibald Kenrick & Sons Limited	item	1 bundle			Archibald Kenrick & Sons Limited								Open		KEN/C/2	Books & Booklets	
Black Country Living Museum	1430	KEN/C/2/97	Poems	1917	1930	"Collection of poems by Fred W. Bayliss, Secretary to the Board of Directors at Archibald Kenrick & Sons Limited from 1934 to 1950."	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/C/2	Books & Booklets	
Black Country Living Museum	1430	KEN/C/2/98	Trade Catalogue	1882	1882	"Trade catalogue advertising tinned, enamelled and cast-iron holloware and cast-iron door furniture and odd work manufactured by Baldwin, Son & Company Limited (subsidiary company of Archibald Kenrick & Sons Limited)."	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited										KEN/C/2	Books & Booklets	
Black Country Living Museum	1430	KEN/C/2/99	Trade Catalogue	1907	1907	"Trade catalogue advertising tinned, enamelled and cast-iron holloware and cast-iron door furniture and ironmongery items manufactured by Baldwin, Son & Company Limited (subsidiary company of Archibald Kenrick & Sons Limited)."	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/C/2	Books & Booklets	
Black Country Living Museum	1430	KEN/C/3	"Leaflets, Posters & Flyers"	1891	1973	"Material relating to the leaflets, posters & flyers of Archibald Kenrick & Sons."	Archibald Kenrick	sub-series		KEN/C/3/1		Archibald Kenrick & Sons								Open		KEN/C	Printed Material	
Black Country Living Museum	1430	KEN/C/3/1	Poster	1940	1960	Advertising poster for Kenrick 'Bettatool' twin purpose file.	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/10	Poster	1952	1953	Advertising poster on board for Kenrick 'Shepherd' castors	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/100	Advertising Campaign Material	1966	1973	"Leaflets, flyers and posters produced to promote a major adverising campaign to sell 'Shepherd' furniture castors manufactured by Archibald Kenrick & Sons Limited."	Archibald Kenrick & Sons Limited	item	1 bundle			Archibald Kenrick & Sons Limited								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/101	Leaflet	1950	1960	Leaflet advertising Kenrick 'Shepherd' castors for industrial use.	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/102	Leaflet	1935-02	1935-02	Leaflet advertising rollers for sliding doors manufactured by Archibald Kenrick & Sons Limited.	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/103	Leaflet	1950	1970	Leaflet advertising Kenrick 'Shepherd' furniture castors and minicastors.	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/104	Printer's Leaflet Ledger	1929	1954	Ledger containing samples of printed sales literature.  Each page contains a sample with quantities ordered and prices per quantity.	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/105	Leaflet	1968	1968	Leaflet advertising Kenrick 'Shepherd' furniture castors in hospitals.	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/106	Leaflet	1968	1968	Sales leaflet advertising Kenrick Shepherd 'Whirly Toys'.	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/107	Leaflet	1930	1960	Sales leaflet advertising the Kenrick 'Hotanhot' combination cooking range.	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/108	Leaflet	1959	1959	Sales leaflet advertising Kenrick vitreous enamelled builders' ironmongery items.	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/109	Leaflet	1963	1963	Sales leaflet advertising Kenrick vitreous enamelled builders' ironmongery items.	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/11	Poster	1950	1950	Advertising poster on board for Kenrick 'Shepherd' castors.	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/110	Sales Leaflets	1970	1980	"Sales leaflets for the Kenrick 'Shepherd' Minicastor, Olympicastor, Light Industrial/Heavy and Industrial castor."	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/111	Sales Leaflet	1975-01	1975-01	Leaflet advertising the Kenrick aluminium range of door furniture.	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/112	Trade Catalogue	1970	1986	"Trade catalogue advertising Kenrick 'Readybolt' nuts and bolts, door furniture, window fittings, pull handles, furniture castors, push pads, engineering products and other general ironmongery items."	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/113	Leaflet	1970	1990	Leaflet entitled 'History in the Making' providing historic information on Archibald Kenrick & Sons Limited.	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/114	Leaflet	1970	1990	Sales leaflet advertising Kenrick 'Glide & Lock' shelving.	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/115	Poster	1930	1960	Small poster advertising Kenrick 'Hotanhot' kitchen ranges and 'Anglo' ivory enamelled ware (trademarks of Archibald Kenrick & Sons Limited).	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/116	Information Leaflet	1940	1970	"Leaflet entitled 'The Impact of the ""Shepherd"" Castor' by Hugh Kenrick (reprinted from 'Furniture & Bedding Production')."	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/117	Centenary Programme	1891-06	1891-06	"Programme for a staff outing to the Crystal Palace, London, to mark the centenary celebrations of Archibald Kenrick & Sons Limited."	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/118	Centenary Invitation	1891	1891	"Invitation to attend the Centenary celebrations of Archibald Kenrick & Sons Limited at the Crystal Palace, London."	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/119	Leaflet	1938	1938	Leaflets advertising the [Kenrick] 'Hotanhot' kitchen range.	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/12	Poster	1965	1966	Poster on board advertising Kenrick 'Shepherd' Mini Meteor castors.	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/120	Leaflet	1938	1939	Rules for agents and travellers of members of the Cast-Iron Holloware Makers' Association.  Leaflet also contains a list of Association members and agents for each member.	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/121	Enamel Colour Samples	1939	1953	Three cards of enamel samples for holloware manufactured by Archibald Kenrick & Sons Limited.	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/122	Advertisement Card	1950	1960	Stand-up advertisement card for Kenrick 'Shepherd' furniture castors.	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/123	Advertisement Board	1960	1970	Stand-up advertisement board for Kenrick 'Shepherd' furniture castors.	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/124	Menu	1892-10	1892-10	Menu for a Complimentary Dinner of the Association of Cast Iron Holloware Manufacturers.	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/125	Leaflets for Baths	1927	1935	"Three price lists for white porcelain enamelled cast-iron baths, brass taps and fittings for baths and lavatory basins."	Archibald Kenrick & Sons Limited	item	1 bundle			Archibald Kenrick & Sons Limited								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/126	Leaflets for Furniture Castors	1899	1961	"1. Ten price lists for Kenrick bedstead and 'Shepherd' furniture castors (1899- 1961).2. Sales notes for Kenrick 'Shepherd' Minicastor (1961)."	Archibald Kenrick & Sons Limited	item	1 bundle			Archibald Kenrick & Sons Limited								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/127	Leaflets for Door Furniture	1909	1980	"Sales leaflets for door handles, door closers, door knockers, doorknobs, casement stays and fasteners, sash pulleys, door rollers, cast-iron hinges and brackets manufactured by Archibald Kenrick & Sons and its subsidiary companies."	Archibald Kenrick & Sons Limited	item	1 bundle			Archibald Kenrick & Sons Limited								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/128	Leaflets for Garden Furniture	1911	1928	"Sales leaflets for garden seats, lawn tennis markers, wall fruit and vinery eyes and garden reels."	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/129	Leaflets For Holloware	1907	1952	"Sales leaflets and price lists for saucepans and pans of all other kinds, maslin kettles, kettles, jugs, buckets, pudding bowls, rice bowls, Indian tumblers, potato and fruit mashers and steamers, teapots, tea kitchens, trays, plates, basins, mugs, cups, salt and peppers shakers, griddle pans, door hinges, drainers, brush holders, dinner carriers, glue pots, soap dishes, candlesticks and brush trays and weights manufactured by Archibald Kenrick & Sons and its subsidiary companies."	Archibald Kenrick & Sons Limited	item	1 bundle			Archibald Kenrick & Sons Limited								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/13	Poster	1960	1970	Poster on board advertising Kenrick 'Shepherd' Minicastors.	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/130	Leaflets for 'Ironite' products	1955	1955	Sales leaflets for waterproofing and hardening of industrial flooring and paving using 'Ironite'.  The Ironite Company Limited was a subsidiary Company of Archibald Kenrick & Sons Limited.	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/131	Leaflets For Irons	1911	1957	"1. Eleven sales leaflets for the 'Kenrick' gas iron, 'Perfect' spirit iron, 'Bonus' petrol iron and electric iron, the 'Aurora' and 'G.L.C.' gas irons and the sad iron (1911-1957).2. Directions for  the use of the Kenrick 'Bonus' petrol iron [1925]."	Archibald Kenrick & Sons Limited	item	1 bundle			Archibald Kenrick & Sons Limited								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/132	Leaflets For Mincers	1911	1931	"Sales leaflets for mincing machines, maize, grist and coffee grinding mills and corn shellers."	Archibald Kenrick & Sons Limited	item	1 bundle			Archibald Kenrick & Sons Limited								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/133	Leaflets for Locks & Latches	1911	1934	"1. Eight sales leaflets advertising locks, latches and keys (1911-1934).2. Price sheet for locks, latches, keys and related items (1923)."	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/134	"Leaflets for Stoves, Fires and Ranges"	1895	1949	"1. Sales leaflets for stoves, fires and ranges (1895-1949).2. Price list for Hall oil lamp stoves (1899)."	Archibald Kenrick & Sons Limited	item	1 bundle			Archibald Kenrick & Sons Limited								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/135	Sales Poster	1920	1930	Poster intended for Kenrick salesmen to be prepared for an upsurge in the interest in cast-iron holloware products following a sales campaign specifically aimed at housewives.	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/136	Leaflet	1950	1960	Sales leaflet advertising TV tables fitted with Kenrick 'Shepherd' furniture castors.	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/137	Leaflet	1909	1909	Sales leaflet advertising Kenrick oil cooking and boiling stoves.	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/138	Leaflet	1920	1940	Sales leaflet displaying the Kenrick 'Aurora' cooking ranges.	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/139	Leaflet	1927	1927	Sales leaflet displaying the Kenrick smokeless range of cooking ranges.	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/14	Poster	1960	1980	Poster on board advertising Kenrick 'Contour' castors.	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/140	Leaflets for Mixed Products	1879	1937	"1. Sales leaflet for trivets (1879).2. Sales leaflet for grindstone spindles (1911).3. Sales leaflet for fire iron set and stand (1911).4. Sales leaflet for trivets, plate and oil lamp stove stands (1911).5. Sales leaflet for swivel, awning and axle pulleys (1913).6. Sales leaflet for the 'Kenrick' flushing cistern (1929).7. Sales leaflet for 'Anglo' stamped steel enamelled table tops and shelf plates [1937].8. Price list for 'Anglo' stamped steel table tops and shelf plates (1937)."	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/141	Illustration	1892	1892	Illustration of the Archibald Kenrick & Sons Limited trading stand at The South African & International Exhibition.	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/142	Working Instructions	1920	1950	Instructions for the fixing and operating of the Kenrick 'Aurora' combination kitchen range.	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/143	Sales Leaflet	1970	1980	Sales leaflet advertising Kenrick 'Satylite' chrome door furniture.	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/144	Sales Leaflet	1980	1980	Sales leaflet promoting the Kenrick Production Facility Service.	Archibald Kenrick & Sons Limited	item	1 item			Archibald Kenrick & Sons Limited								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/15	Poster	1960	1960	Kenrick advertising poster.	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/16	Poster	1965	1966	Poster advertising Kenrick 'Shepherd' Mini-Meteor castors.	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/17	Poster	1958	1959	Poster depicting an advertising campaign for Kenrick 'Shepherd' castors.	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/18	Poster	1961	1961	Poster advertising Kenrick 'Sheperd' castors.	Archibald Kenrick & Sons	item				Archibald Kenrick & Sons								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/19	Poster	1956	1957	Poster advertising kenrick 'Shepherd' castors.	Archibald Kenrick & Sons	item				Archibald Kenrick & Sons								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/2	Poster	1940	1960	Advertising poster on board for 'Feldsparite' holloware.	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/20	Poster	1962	1962	Poster advertising Kenrick 'Shepherd' Minicastors.	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/21	Poster	1962	1963	Poster advertising Kenrick 'Shepherd' Minicastors.	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/22	Poster	1963	1964	Poster advertising Kenrick 'Shepherd' Minicastors.	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/23	Poster	1964	1965	Poster advertising Kenrick 'Shepherd' Minicastors.	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/24	Poster	1950	1970	Poster on board advertising Kenrick 'Shepherd' castors.	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/25	Poster	1962	1963	Poster on board advertising Kenrick 'Shepherd' Minicastors.	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/26	Poster	1950	1970	Poster advertising Kenrick 'Shepherd' Mini-Meteor castors.	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/27	Flyer	1970	1980	Flyer advertising Kenrick 'Shepherd' castors.	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/28	Flyer	1961	1961	Flyer advertising Kenrick 'Shepherd' Minicastors.	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/29	Poster	1971	1971	Poster advertising Kenrick 'Shepherd' castors.	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/3	Poster	1950	1970	Advertising poster on board for Kenrick castors.	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/30	Poster	1954	1954	Poster detailing advertising campaign for Kenrick 'Shepherd' castors.	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/31	Poster	1955	1956	Poster detailing advertising campaign for Kenrick 'Shepherd' castors.	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/32	Poster	1952	1952	Poster detailing advertising campaign for Kenrick 'Shepherd' castors.	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/33	Flyer	1950	1970	Flyer advertising Kenrick 'Mini-Meteor' castors.	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/34	Flyer	1950	1980	Flyer advertising Kenrick builders' ironmongery.	Archibald Kenrick & Sons	item	1 item											Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/35	Flyer	1950	1980	Flyer advertising Kenrick builders' ironmongery.	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
Black Country Living Museum	1430	KEN/C/3/36	Flyer	1950	1980	Flyer advertising Kenrick builders' ironmongery.	Archibald Kenrick & Sons	item	1 item			Archibald Kenrick & Sons								Open		KEN/C/3	"Leaflets, Posters & Flyers"	
